Time,SSS-RSRP,SSS-RePower
18:57.4,-99.4,-100.1
18:57.5,-101.6,-100
18:58.7,-71.9,-72.1
19:01.0,-99.6,-97.8
19:06.8,-99.3,-99.5
19:08.8,-99,-97.6
19:08.9,-115.4,-100.7
19:10.3,-131.6,-101.6
19:14.9,-105.7,-101.4
19:16.0,-106.3,-100.8
19:16.1,-120.7,-96.6
19:17.2,-103.9,-102.5
19:20.3,-119.8,-99.9
19:21.8,-110.1,-102.4
19:21.9,-118.6,-103
19:22.8,-95,-88.3
19:26.3,-93.9,-91.3
19:29.0,-95.6,-91.5
19:29.1,-94.7,-94.1
19:30.2,-103.3,-97.2
19:33.1,-96.9,-92.3
19:35.4,-101.1,-94.9
19:35.5,-98.3,-94.9
19:35.6,-85.8,-83.2
19:37.7,-98.5,-99.9
19:40.1,-106.2,-96.2
19:40.9,-101.3,-95.5
19:41.0,-116.1,-91
19:41.6,-103.1,-97.1
19:42.7,-107.4,-93.8
19:44.7,-81.9,-81.9
19:47.3,-98.1,-94.1
19:49.9,-108.5,-106.8
19:50.0,-131.6,-102.3
19:50.1,-120.9,-102.3
19:51.9,-125.2,-101.1
19:55.3,-118.4,-117.3
19:56.9,-136.7,-107.8
19:57.0,-135.9,-113.1
19:57.5,-136.1,-117.7
20:02.2,-102.4,-102.3
20:03.1,-125.8,-118.7
20:03.2,-138.4,-115.1
20:04.4,-124.1,-104.7
20:07.6,-118.6,-116.9
20:12.2,-129.9,-118.4
20:12.8,-111.3,-112
20:12.9,-124,-119.4
20:13.2,-123.4,-107.2
20:13.3,-121,-107.8
20:14.4,-136.6,-122
20:17.5,-123.2,-109.1
20:22.2,-105.1,-103.6
20:22.5,-134.2,-110.6
20:22.7,-119.5,-101.7
20:25.9,-106.7,-105.9
20:26.5,-116.3,-106.3
20:27.2,-120.3,-111.7
20:27.8,-136,-122.6
20:28.7,-132.6,-122.2
20:32.1,-121.2,-118.4
20:32.3,-127.6,-121.2
20:34.2,-132.2,-117.2
20:35.3,-110.2,-106.5
20:35.4,-118.9,-107
20:36.2,-128.2,-122.5
20:36.3,-134.2,-122.5
20:37.3,-130.6,-115
20:40.1,-117.4,-114
20:40.2,-122.4,-117.8
20:40.2,-134.6,-121.1
20:41.2,-141.5,-123.8
20:41.8,-123,-107.3
20:44.1,-118.8,-107.5
20:44.2,-116.7,-108.1
20:45.8,-129.2,-112
20:45.9,-131.3,-116.4
20:46.0,-121.1,-118.9
20:46.8,-110.7,-106.9
20:48.3,-128,-118.8
20:49.8,-136,-120.9
20:51.3,-138.6,-118.7
20:51.4,-138.9,-118.7
20:51.4,-134.3,-121.6
20:51.8,-110.9,-97.7
20:51.9,-118.6,-108.1
20:53.1,-113.8,-108.3
20:56.2,-131.5,-118.9
20:58.0,-110.8,-106.4
20:58.2,-113.5,-107.2
20:58.3,-118.9,-106.3
20:59.0,-126.7,-113.6
21:00.1,-131.3,-118.2
21:00.2,-133.5,-116.1
21:00.2,-133,-114.1
21:02.9,-123.3,-116.7
21:05.4,-103.7,-104
21:05.5,-115.2,-108.1
21:05.8,-127,-114.3
21:07.2,-113.5,-106.2
21:10.2,-122.1,-113.6
18:21:11,-115.2,-109
21:11.6,-124.5,-112.9
21:12.4,-131.7,-114.2
21:13.3,-125.1,-113.7
21:16.4,-120.3,-114.1
21:16.9,-95.6,-95.3
21:17.0,-95.3,-95.3
21:17.7,-125.8,-114.7
21:20.0,-123.5,-113.9
21:20.7,-127.7,-114.8
21:23.7,-127,-114.2
21:24.1,-131.6,-114.5
21:24.6,-107.2,-104.6
21:25.1,-125.1,-115
21:26.4,-115.7,-92.3
21:27.1,-124.6,-111.4
21:28.3,-140.6,-124.3
21:29.5,-133.2,-114.9
21:30.1,-126,-115.1
21:31.8,-115.3,-106
21:32.0,-114.5,-106.2
21:33.4,-108.5,-105.5
21:34.6,-125.6,-115.4
21:34.7,-133.2,-115.6
21:36.0,-109.9,-105.8
21:36.1,-111.4,-90.8
21:36.8,-139.9,-125
21:38.6,-108,-98.7
21:41.5,-90.5,-90.3
21:42.4,-111.6,-100.4
21:42.5,-120.1,-81.9
21:43.6,-138.6,-123.6
21:45.2,-102.1,-98.6
21:49.2,-108.6,-106.3
21:49.3,-118.7,-102.7
21:49.6,-126.7,-116.6
21:51.3,-126.5,-116.2
21:53.0,-115.3,-111.8
21:55.9,-105.4,-104.5
21:56.0,-93.3,-94.8
21:56.2,-128.2,-114.8
22:00.0,-103.8,-105.4
22:01.5,-111.7,-105.8
22:04.2,-98.5,-91.1
22:04.3,-117.8,-95.8
22:05.2,-102.8,-98.2
22:06.4,-98.2,-99.4
22:07.9,-143.4,-124.7
22:09.6,-123.8,-116.1
22:10.2,-95,-89
22:10.3,-102.5,-80
22:11.1,-132,-116
22:12.8,-113.3,-111.5
22:15.0,-120.3,-115.9
22:16.0,-124.2,-115.6
22:17.3,-119.9,-92.8
22:17.4,-105.3,-92.3
22:17.7,-126.1,-115.6
22:18.9,-128.5,-122.6
22:19.5,-131.1,-116.8
22:22.0,-100.6,-90.3
22:22.3,-127.7,-110.2
22:23.6,-84.3,-84
22:23.7,-97,-92.2
22:23.8,-96.7,-92.2
22:24.9,-113.4,-88.8
22:27.4,-99,-88
22:28.5,-141.1,-121.9
22:28.8,-119.7,-113.1
22:29.4,-98.3,-88.1
22:30.0,-95.5,-94
22:30.1,-101,-95.5
22:30.9,-102.1,-86.2
22:32.2,-89.3,-88.1
22:32.5,-119.7,-113.2
22:35.3,-99.4,-90.1
22:36.8,-130.6,-122.2
22:37.2,-84.3,-83.9
22:37.8,-95.6,-72.3
22:37.9,-96.1,-67.5
22:38.6,-121.4,-114.3
22:38.9,-131.9,-122.4
22:39.6,-120.6,-114
22:42.0,-110,-85
22:43.7,-130.2,-123.1
22:43.9,-139,-121.9
22:45.0,-122.2,-114.5
22:45.5,-110.3,-85.8
22:45.6,-119,-85.6
22:45.8,-112.8,-110.8
22:45.9,-120.4,-113.9
22:48.1,-93.2,-73
22:49.4,-131.8,-110.8
22:49.6,-119.8,-114.4
22:50.6,-120.4,-119.1
22:51.2,-126.8,-119.5
22:52.1,-91.5,-87.7
22:52.2,-101.9,-77.3
22:52.3,-89.5,-89
22:53.8,-73.6,-75.8
22:55.1,-127,-119.4
22:55.6,-120,-114.5
22:56.3,-96.2,-80.1
22:56.7,-130.1,-122.2
22:57.1,-104.5,-88.1
22:58.7,-110.4,-87.5
22:58.8,-97.2,-95.2
22:58.9,-111,-91.6
22:59.6,-113.7,-111.7
22:59.7,-93.7,-85.7
23:00.7,-122,-120.6
23:02.2,-96.4,-91.2
23:02.7,-114.2,-112.6
23:03.0,-120.6,-119
23:05.0,-85.2,-87.8
23:05.9,-111.7,-90.2
23:05.9,-114.4,-90
23:07.0,-88.8,-88.8
23:07.4,-107,-99.5
23:09.5,-121.4,-119.6
23:09.7,-127.9,-113.6
23:10.4,-123.6,-106
23:10.5,-120.2,-106
23:11.1,-91.7,-91.2
23:12.8,-118.5,-104
23:14.7,-133.7,-117.5
23:15.1,-101.7,-97.5
23:16.0,-106.2,-106.2
23:16.1,-132.2,-107
23:16.9,-130.6,-116.8
23:18.6,-107.3,-101.9
23:18.7,-104.3,-101.9
23:18.7,-127,-101.9
23:19.0,-126.4,-106.3
23:21.7,-122,-109.9
23:23.5,-124.8,-116.6
23:23.6,-108.1,-102
23:23.7,-126.6,-103
23:24.8,-100.8,-97.7
23:24.8,-120.3,-104.8
23:24.9,-105.8,-107.3
23:24.9,-102.1,-98.5
23:26.6,-117.4,-108.6
23:27.9,-104.3,-99.9
23:29.6,-130.5,-115.3
23:29.8,-127.6,-115.2
23:30.5,-110.7,-95.4
23:30.6,-114.2,-109.2
23:30.6,-114.8,-110.8
23:31.7,-107.2,-107.6
23:31.8,-104.3,-103.3
23:32.2,-113.4,-109.3
23:33.2,-89.5,-91.5
23:36.5,-127.4,-113.1
23:38.1,-114.1,-108
23:38.2,-125.4,-102.7
23:38.3,-120.3,-108
23:38.3,-100.7,-98.9
23:39.1,-116,-92.4
23:39.1,-114.2,-92.7
23:41.2,-111.2,-107.8
23:42.3,-116.2,-111.8
23:44.8,-122.8,-106.8
23:46.2,-88.9,-88.1
23:47.0,-101.6,-86.4
23:47.1,-106.9,-85.8
23:47.6,-107.3,-106.5
23:47.7,-113.6,-107
23:47.8,-122,-106.6
23:49.0,-112.3,-103.8
23:50.5,-120,-112.9
23:51.3,-90.6,-86
23:52.5,-103.2,-81.4
23:55.8,-105.9,-95.5
23:56.1,-114.9,-110.9
23:56.2,-126.1,-111.2
23:56.3,-123,-106.6
23:56.5,-124,-113.3
23:56.9,-75.6,-75.7
23:58.9,-120.7,-98.5
23:59.0,-107.8,-92.8
23:59.1,-96.4,-92.8
23:59.4,-105.9,-91.8
24:01.0,-109,-105.5
24:01.8,-121.5,-108.8
24:01.9,-124.7,-105.7
24:02.7,-122.3,-115.6
24:03.3,-91.8,-85.3
24:03.4,-130.5,-115.3
24:04.6,-103.5,-95.8
24:06.8,-118.8,-113.5
24:07.6,-100.4,-96.5
24:07.6,-102.3,-88.8
24:07.7,-87.1,-86.3
24:07.7,-126.3,-114.7
24:07.8,-116.2,-96.7
24:09.0,-106.3,-91.8
24:10.9,-111.5,-92.1
24:11.7,-125.3,-112.5
24:11.8,-91,-91.2
24:12.8,-109.9,-105.4
24:12.9,-105.8,-102.1
24:13.2,-113.3,-105.7
24:14.4,-97.1,-93
24:15.3,-129.1,-114.7
24:15.3,-112.3,-111.3
24:15.4,-121.8,-113.6
24:16.9,-101.4,-86.3
24:17.0,-86.8,-86.3
24:17.3,-128.3,-111.8
24:17.7,-78.7,-79.7
24:19.7,-118.3,-95.9
24:20.5,-131.5,-111
24:21.0,-104.5,-100.8
24:21.1,-90.5,-90.4
24:21.6,-133.3,-114.8
24:21.7,-130.3,-113.6
24:22.8,-106.1,-97.4
24:24.1,-116.9,-92.8
24:25.8,-88,-87.5
24:25.9,-93.5,-92.6
24:26.0,-99.1,-87.2
24:26.2,-113.6,-108.3
24:26.3,-103.5,-99.2
24:26.8,-109.5,-105.6
24:27.0,-128.4,-116.2
24:27.1,-127,-114.3
24:27.9,-128.3,-108.5
24:29.3,-128.8,-116.2
24:30.0,-80.7,-83
24:32.9,-101.5,-98.4
24:32.9,-121.9,-105.2
24:33.0,-127.6,-108.4
18:24:34,-123.8,-104.5
24:34.5,-125.5,-115.8
24:34.5,-128.4,-116
24:35.1,-112.7,-109
24:36.9,-106.8,-87.9
24:37.0,-93.5,-73.3
24:37.1,-98.2,-85.2
24:38.4,-118.8,-107.1
24:39.8,-112.7,-109.2
24:40.3,-124.6,-112.8
24:40.4,-113.7,-107.3
24:40.9,-126.7,-96.5
24:40.9,-113.4,-105.3
24:41.0,-109,-88.9
24:41.9,-121.1,-100.2
24:43.0,-105.9,-105.2
24:43.9,-99.9,-100.5
24:45.4,-103.5,-98.9
24:45.6,-78.7,-77.5
24:45.7,-100.3,-84.8
24:46.5,-105.2,-81.2
24:47.0,-108,-102.7
24:47.1,-127.1,-117
24:47.1,-131.6,-117
24:47.1,-107.5,-102.7
24:48.1,-81.1,-80.4
24:49.7,-128.6,-112.2
24:51.1,-109.4,-77.7
24:52.4,-115.6,-105.2
24:53.0,-101.2,-85.6
24:53.1,-96.6,-99.4
24:53.2,-102,-97.2
24:53.5,-133.4,-117.6
24:53.6,-124.9,-117
24:55.0,-119.2,-113.4
24:56.3,-111.8,-99.5
24:56.4,-98.4,-99.5
24:56.8,-123.1,-116.1
24:57.8,-118.7,-102
24:59.3,-87.9,-90
24:59.3,-96.9,-94.2
24:59.4,-113.7,-96.3
25:00.7,-131.7,-106
25:00.8,-99.1,-98.9
25:01.6,-104.2,-91.2
25:01.8,-105.8,-100.2
25:01.9,-118.7,-91.6
25:03.5,-123.1,-112.7
25:03.7,-102.4,-91.3
25:03.8,-91.5,-72.4
25:04.7,-92.7,-92.9
25:05.3,-119.9,-115
25:05.4,-121.4,-116.7
25:06.0,-121.5,-97.4
25:07.5,-86.4,-70.3
25:08.4,-120.9,-86.9
25:08.5,-110.3,-100.8
25:08.6,-83,-83.4
25:09.3,-108,-88.3
25:09.3,-95.8,-93.3
25:09.4,-80.8,-83.5
25:10.6,-123.6,-94.2
25:12.2,-86.1,-77.1
25:12.7,-135.1,-118.5
25:12.8,-117.4,-115.9
25:13.3,-101.9,-83.6
25:14.8,-119.1,-108.6
25:16.1,-122.3,-115.9
25:16.7,-80.7,-81.2
25:16.8,-98.8,-86.1
25:17.2,-105.7,-69.1
25:17.5,-94.2,-79.1
25:17.6,-108.4,-108.2
25:18.7,-115.1,-113.3
25:19.6,-127,-118.2
25:19.6,-134.8,-114.1
25:19.7,-129.8,-114.1
25:20.3,-105.4,-91.3
25:21.9,-120.6,-112.8
25:22.6,-73.3,-74
25:22.7,-96.2,-83
25:23.0,-102.7,-88.4
25:24.0,-132.7,-112.5
25:25.1,-115.7,-109.7
25:25.2,-127,-114.2
25:25.2,-127.7,-114.2
25:25.6,-129.7,-113.3
25:25.6,-131.4,-107.5
25:25.7,-114,-110.7
25:25.8,-134.4,-113.5
25:26.9,-119.3,-112
25:27.6,-119.3,-95
25:27.7,-106.3,-93.2
25:28.2,-107.7,-108.3
25:28.9,-103.4,-101.9
25:30.0,-106.8,-102.4
25:31.9,-117.8,-110.6
25:32.0,-121.8,-111.7
25:32.1,-114.5,-109.6
25:32.1,-105.8,-106.1
25:32.5,-120.7,-112.8
25:32.7,-112.8,-101.6
25:32.8,-115.2,-113.3
25:32.9,-129.5,-113.3
25:33.5,-134.4,-112
25:33.9,-130.1,-103.3
25:33.9,-129.8,-94.7
25:34.5,-124.4,-108.4
25:35.5,-126.1,-109.9
25:37.6,-114.6,-110.7
25:39.2,-132.5,-108.5
25:39.3,-122.2,-109.6
25:39.4,-129.8,-108.8
25:39.5,-124.1,-112.6
25:40.8,-127.4,-112.1
25:41.4,-110.3,-107.9
25:41.5,-116.1,-95.4
25:42.5,-111.8,-109.8
25:43.5,-121.1,-107.9
25:43.5,-134.7,-113
25:43.6,-133.8,-111.5
25:43.8,-113.8,-112.1
25:45.3,-117.5,-107.8
25:45.4,-115.5,-96.8
25:45.4,-132.1,-106.9
25:45.5,-127.8,-112.5
25:45.5,-112.2,-108.1
25:46.6,-122.6,-111.2
25:48.5,-113.3,-109.1
25:48.6,-115.5,-104.5
25:48.7,-115.1,-111
25:49.8,-121.1,-110.9
25:50.7,-122.8,-99.6
25:51.6,-131.7,-102
25:51.7,-131.8,-106.7
25:51.7,-118.8,-105.1
25:51.8,-123,-102.2
25:52.2,-130.5,-103.5
25:53.0,-111.3,-109.9
25:53.1,-131.9,-110
25:53.2,-129.6,-116.8
25:53.6,-122.3,-117.8
25:54.0,-109.3,-101.7
25:54.1,-105.6,-100.6
25:54.9,-129.8,-102.2
25:55.8,-93,-93
25:55.9,-108.2,-107
25:56.9,-114.6,-107.9
25:58.8,-116.5,-115.3
26:01.9,-117.8,-95.4
26:02.6,-128.2,-111.7
26:02.6,-129.1,-111
26:02.6,-120.3,-114
26:02.7,-120.4,-110.6
26:02.7,-127,-115.1
26:02.7,-102.1,-101.1
26:03.0,-118.5,-93.9
26:03.1,-128.2,-104.8
26:03.3,-112.5,-110.9
26:06.5,-133.8,-111.6
26:08.7,-110.7,-104.4
26:08.8,-122.8,-100.8
26:08.8,-109.4,-97.2
26:08.9,-94.9,-90
26:09.0,-132.6,-111.4
26:09.1,-130.6,-103.8
26:09.2,-136.1,-109.7
26:11.6,-131.7,-113.8
26:14.0,-117.7,-115.6
26:17.4,-124,-112
26:17.5,-132.8,-118.3
26:17.6,-113.7,-112
26:18.1,-121,-90.5
26:18.1,-96.5,-92.7
26:18.2,-112.2,-77
26:18.2,-126.7,-90.4
26:18.9,-111.9,-110.9
26:23.6,-128,-106.4
26:25.5,-119.3,-101.3
26:25.6,-118.8,-100
26:25.6,-111.3,-107
26:25.7,-110.9,-106.3
26:26.5,-126.7,-115
26:26.6,-117,-106.2
26:26.7,-129.4,-101.2
26:27.7,-134.5,-115.9
26:32.8,-134.1,-108.2
26:32.8,-127.5,-109.7
26:32.9,-130.5,-107.3
26:32.9,-135.2,-110
26:34.0,-129.2,-103.6
26:35.6,-123.5,-116.5
26:36.4,-136.1,-115.9
26:36.5,-133.3,-117.7
26:37.9,-134.9,-115.5
26:37.9,-123,-113.1
26:38.0,-119.3,-116.1
26:38.0,-127.8,-113.4
26:38.1,-133.8,-106.4
26:43.4,-123.5,-119.7
26:43.9,-120.7,-115.3
26:44.0,-120.2,-111.7
26:44.0,-132,-118.2
26:45.4,-126.9,-116.7
26:45.5,-119.5,-118.6
26:46.1,-128.9,-116.5
26:50.5,-135.1,-117
26:50.6,-137,-113.5
26:50.6,-140.6,-119.2
26:50.7,-130.9,-119.3
26:51.5,-133,-122.5
26:57.4,-136.1,-121.7
26:57.5,-118.2,-115.8
26:57.6,-126.7,-121.7
27:00.5,-130.6,-118.8
27:00.6,-134.9,-117
27:04.5,-133.5,-122
27:06.4,-133.3,-119.2
27:06.5,-131.3,-119.4
27:08.6,-137.2,-118.6
27:08.7,-136.2,-118
27:08.8,-138.6,-122.4
27:12.1,-134.6,-119.1
27:13.6,-127.8,-115.9
27:15.1,-135.9,-116.3
27:18.5,-118.4,-116.5
27:19.8,-121.6,-118.3
27:19.8,-128.5,-119.1
27:19.9,-124.5,-118.6
27:20.1,-120.5,-118.1
27:24.1,-137,-122.2
27:25.8,-129.9,-120.8
27:27.2,-129.1,-122.1
27:30.6,-125.2,-118.6
27:30.7,-137.3,-119.7
27:30.8,-137.6,-119.9
27:34.2,-124.3,-117.2
27:34.4,-132.3,-117.4
27:37.7,-131.2,-120.8
27:41.5,-132.2,-119.7
27:41.6,-130.4,-122
27:41.7,-127.6,-119.7
27:42.6,-131,-116.2
27:42.7,-115.2,-114.6
27:48.4,-133.1,-123
27:51.7,-140.5,-119.6
27:51.8,-136.2,-120.2
27:51.9,-139.9,-122.4
27:53.8,-133.4,-119
27:56.9,-129.8,-122.7
27:57.8,-104,-101.5
27:59.5,-133,-115.2
27:59.7,-115.9,-106.8
28:01.3,-110.8,-111.5
28:02.4,-136.4,-117
28:04.1,-140.6,-122.5
28:04.3,-139.5,-119.5
28:05.7,-87.6,-87.6
28:07.5,-123.6,-115.3
28:07.8,-134,-118.6
28:09.6,-130.1,-117.6
28:11.0,-126.1,-100.4
28:11.1,-125.8,-109.4
28:11.1,-100.2,-100.4
28:13.0,-108.6,-104
28:14.1,-103.6,-100.8
28:14.2,-123.5,-108.3
28:14.3,-98.5,-98.8
28:16.1,-106.1,-105.3
28:16.8,-130.2,-120.5
28:17.0,-133.9,-120.8
28:17.5,-107,-107.1
28:17.8,-114.8,-105.5
28:17.9,-113.8,-102.8
28:18.3,-99.9,-98.2
28:19.7,-121.3,-91.1
28:20.5,-135.7,-119
28:20.5,-123.5,-100.1
28:20.6,-129.4,-103.6
28:21.8,-99.1,-100
28:21.9,-105.1,-106.4
28:21.9,-127.9,-97.6
28:22.5,-108.6,-101.9
28:22.8,-116.7,-115.9
28:22.9,-124.7,-102.1
28:22.9,-111.6,-99.5
28:23.5,-131.1,-121.1
28:24.6,-109.6,-107.9
28:24.6,-114.1,-107
28:24.7,-105,-103.3
28:26.3,-118.7,-108.4
28:27.1,-130.4,-107.7
28:27.8,-106.9,-103
28:27.9,-125.5,-109
28:29.4,-136.7,-121.1
28:29.5,-136.8,-121.3
28:32.3,-106.3,-96.2
28:32.4,-120.4,-103.6
28:32.5,-104.2,-103.3
28:33.4,-144.2,-120.1
28:34.0,-111.6,-105.5
28:37.4,-99.7,-97.7
28:37.5,-111.3,-106.9
28:37.6,-129.3,-122.6
28:38.5,-137.3,-119.8
28:39.5,-124.3,-112.8
28:39.6,-131.6,-106.7
28:39.7,-116.5,-108.4
28:41.2,-115.9,-111.5
28:41.7,-133.5,-121.7
28:42.0,-129.9,-120.9
28:42.8,-109.4,-108.4
28:42.9,-128.2,-111.1
28:44.0,-118.6,-107.3
28:45.0,-128.7,-100.5
28:45.1,-128.4,-105.7
28:45.2,-119.8,-105.7
28:45.6,-139.6,-122.9
28:46.5,-127.5,-97.7
28:46.6,-128.8,-109.9
28:46.6,-130.5,-105.9
28:47.0,-111.8,-111.5
28:48.4,-120,-107
28:48.5,-128,-104.7
28:48.6,-127.4,-110.1
28:49.7,-100.8,-102.5
28:50.9,-116.2,-100.6
28:51.6,-130.1,-121.5
28:52.5,-102.2,-105.2
28:52.6,-97.7,-97.3
28:53.2,-114.8,-100.9
28:53.7,-133.5,-119.8
28:54.5,-131.3,-121.3
28:54.7,-120.3,-97.5
28:54.8,-135.5,-121.1
28:55.0,-131.9,-119.6
28:55.6,-119.3,-104.3
28:55.7,-104.5,-105.1
28:55.8,-124.9,-104.1
28:55.9,-110.9,-96.1
28:56.9,-101.8,-101
28:58.2,-111,-96.5
28:59.7,-119.5,-106.1
29:00.4,-127.1,-107.3
29:00.4,-106.8,-105.1
29:00.9,-100.3,-102.2
29:01.0,-129.2,-110.5
29:01.6,-124.2,-118.3
29:02.2,-128.7,-119.4
29:03.5,-111.2,-108.6
29:03.6,-110.8,-103.6
29:04.0,-112.4,-106.9
29:05.7,-138.8,-121
29:06.7,-108.7,-102.8
29:06.9,-98.2,-100.6
29:08.6,-82.9,-85.1
18:29:09,-137.2,-119.4
29:09.3,-108.5,-103.7
29:10.5,-139.2,-120.7
29:11.1,-108.7,-102.2
29:11.2,-109.1,-96.3
29:12.8,-107.7,-106.3
29:14.0,-116.2,-92.5
29:14.1,-123.5,-103.3
29:14.6,-111.8,-91
29:17.3,-106,-104.1
29:18.4,-130.1,-101.3
29:18.5,-101.9,-101.5
29:18.6,-113.5,-105.5
29:19.5,-128.3,-100.5
29:21.2,-96,-96
29:21.8,-94.8,-95.8
29:22.1,-107.5,-107.5
29:23.6,-99.4,-99.8
29:24.5,-113.5,-110.7
29:24.7,-122.9,-108.3
29:25.5,-130.7,-98
29:25.6,-107.9,-103.1
29:27.3,-119.6,-111.7
29:28.6,-115,-107.2
29:29.1,-111.8,-107.3
29:29.5,-122.3,-107.3
29:31.1,-87.2,-91.1
29:32.5,-106.7,-105.6
29:32.6,-105.9,-105.6
29:32.8,-113.8,-112.9
29:33.3,-121.4,-107.1
29:35.0,-99.6,-96.1
29:36.2,-121.5,-96.8
29:36.7,-121.5,-111.2
29:37.1,-113,-108.4
29:39.5,-116.4,-95.6
29:39.6,-134.6,-109
29:39.8,-117.2,-112.9
29:40.8,-124.1,-98.5
29:40.9,-95.9,-94.8
29:41.2,-122,-111.5
29:41.4,-124,-102.7
29:42.9,-113.5,-109.2
29:44.0,-119.9,-107.9
29:44.1,-122.9,-101
29:45.2,-114.5,-108.7
29:46.4,-130.8,-113
29:46.7,-132,-110.9
29:46.8,-131.3,-95.1
29:47.9,-110.5,-108.9
29:50.1,-108.5,-102
29:50.2,-104.1,-102
29:50.4,-114.5,-86.8
29:52.7,-127.2,-112.7
29:52.8,-118.2,-96.7
29:54.0,-109.3,-105.5
29:54.1,-113.3,-102.5
29:56.3,-110.5,-100.7
29:56.5,-102.5,-103.6
29:57.5,-110.7,-105
29:59.1,-101.2,-100.9
29:59.3,-116.6,-110.5
29:59.4,-112.9,-108.9
29:59.5,-113.2,-104.1
30:02.2,-103.6,-101.7
30:02.3,-110.1,-110.9
30:03.5,-119.9,-107.1
30:04.7,-116.1,-109.9
30:05.3,-115.3,-107.3
30:07.3,-118.5,-112.3
30:07.4,-108.7,-111.5
30:09.0,-128.3,-117
30:09.4,-126.5,-114.1
30:11.3,-122.3,-93.7
30:11.4,-123.8,-106.1
30:11.8,-121.5,-110.4
30:12.8,-117.1,-111.7
30:12.9,-132.6,-98.5
30:15.8,-122,-113.5
30:15.9,-104.3,-107.8
30:16.1,-106.6,-105.8
30:17.7,-136.2,-113.8
30:17.9,-102.2,-103.5
30:19.8,-122.7,-114.9
30:21.3,-135.8,-116.5
30:22.5,-135,-115.1
30:22.7,-131.6,-117
30:23.4,-123.2,-117
30:24.7,-124.4,-114.1
30:25.6,-134,-116.1
30:25.7,-119,-116.1
30:27.2,-118.8,-115.8
30:30.0,-117.4,-115.1
30:30.1,-104.9,-104.7
30:30.4,-115.3,-111.9
30:30.9,-130,-116.9
30:34.1,-126.2,-115.4
30:34.2,-122.2,-117.1
30:34.4,-104.8,-105.6
30:37.2,-115.1,-114.1
30:37.3,-120,-116.7
30:38.5,-132.3,-115.8
30:39.5,-114.4,-112.1
30:40.3,-115.4,-113.4
30:40.4,-114.8,-113.3
30:42.1,-132.8,-117.8
30:43.4,-120.7,-116.7
30:43.5,-102.5,-102.2
30:45.5,-133.6,-117.8
30:46.2,-107.7,-106.4
30:48.4,-118.8,-115.2
30:48.5,-117.7,-116.3
30:49.8,-119.2,-114.2
30:53.5,-105,-103.1
30:53.9,-116.7,-114.4
30:54.0,-131.4,-115.7
30:56.1,-124.6,-114.8
30:57.3,-131.5,-117
30:57.7,-131,-117.4
31:00.5,-123.2,-115.2
31:01.3,-102,-102.4
31:01.3,-137.2,-117.6
31:01.5,-122.8,-117.5
31:03.8,-131.8,-116.8
31:05.2,-121.7,-117.8
31:05.3,-132.2,-117
31:08.4,-134.1,-117
31:08.5,-124.5,-115.4
31:08.5,-119.4,-111.7
31:09.9,-128.1,-114.9
31:10.8,-131,-113.9
31:11.9,-122.5,-114.7
31:13.6,-127.5,-115.9
31:13.9,-123.7,-115.8
31:16.7,-124.9,-115
31:16.8,-109.5,-109
31:17.1,-128.9,-117.3
31:19.2,-137.4,-117
31:19.3,-127.5,-115.9
31:20.0,-124.6,-115.2
31:21.5,-116.3,-113
31:22.3,-117.7,-115.3
31:23.0,-117.1,-114.3
31:23.7,-126.3,-112.9
31:23.9,-137.5,-115.7
31:26.3,-115.3,-113.7
31:27.2,-115.9,-113.8
31:27.7,-128.3,-113.8
31:29.5,-132.1,-118.5
31:30.2,-133.1,-118.3
31:30.3,-127.9,-116.1
31:31.5,-103.8,-103.5
31:32.8,-131.3,-115.1
31:34.9,-132.7,-113.4
31:35.1,-121.4,-114.9
31:35.6,-118,-115
31:35.8,-132.2,-118.3
31:37.3,-128.6,-116.6
31:37.5,-132,-116.4
31:38.8,-121.3,-117.5
31:40.5,-124.3,-116.3
31:40.6,-121,-117.6
31:41.4,-131.8,-117.4
31:41.6,-134.4,-119.1
31:42.9,-109.3,-107.4
31:44.1,-112.6,-110.2
31:44.2,-127.6,-117.8
31:47.1,-110.7,-109.1
31:47.2,-124.5,-119.4
31:47.2,-124.7,-117.4
31:47.3,-137.5,-118.6
31:49.7,-129,-118
31:49.8,-108.8,-108.7
31:51.1,-110.3,-108.1
31:53.1,-121.9,-117.4
31:53.3,-133.8,-119.5
31:54.5,-134.4,-116.1
31:54.6,-123.7,-118.4
31:57.9,-132.8,-112.6
31:58.0,-130.9,-112.9
31:59.5,-117.7,-115.9
32:00.4,-135,-119.4
32:00.5,-130.7,-118.7
32:02.1,-121.3,-115
32:02.2,-105.8,-102.6
32:04.0,-110.8,-108
32:05.2,-134.5,-119.7
32:05.4,-130.2,-118.8
32:06.0,-120.2,-117.8
32:06.1,-130.9,-119.2
32:08.9,-129.8,-119.1
32:12.1,-132,-117.6
32:12.6,-120.1,-117
32:12.7,-139,-119.8
32:16.2,-116.6,-113.8
32:18.7,-137.5,-122.5
32:19.1,-138.1,-122.7
32:21.9,-133.3,-121.2
32:25.1,-133.8,-121.2
32:25.3,-131.7,-121.2
32:30.5,-132.8,-122.3
32:32.0,-129.6,-121.9
32:33.5,-127.3,-122.4
32:36.9,-135.4,-121.9
32:38.3,-137.6,-121.9
32:41.1,-132.5,-121.1
32:42.8,-125.3,-120.5
32:44.7,-132,-122.3
